mean_abs_diff,std_abs_diff,max_abs_diff,p50_abs_diff,p90_abs_diff,p95_abs_diff,p99_abs_diff,correlation,mean_relative_diff
2.3413115764748435e-05,3.86494069611537e-05,0.0003532939421853065,6.988218042291994e-06,7.388603701288245e-05,0.00010894906284490409,0.00018105822706172757,0.9999999968201622,0.00010688932321360714
